n_params,GPU-PSO,GPU-CMAES,GPU-DE
2,1.453018924610952,2.2909657786013624,1.1537008238579214
3,1.8431023747062636,1.8085048422672252,1.083470001539459
5,1.181931418069845,1.0219206924932827,1.3472672398464007
8,3.2739683000582116,1.7465563632676144,4.871979537608322
10,1.7978086981015386,0.949252902754078,12.017282685670205
20,7.055687009535557,1.7538670622239894,11.02854395602885
40,5.681978576723763,1.335308236172709,15.191901678108422
80,3.538936691846802,1.9224647041975038,20.3344843287431
120,6.567027394976209,4.098980759297601,16.8833870482085
160,8.811856690235212,1.6270578513492135,21.861394719150557
210,13.874236819512905,6.420336545824033,30.549159859255187
