n_params,GPU-PSO,GPU-CMAES,GPU-DE
2,1.1011311075533574,2.2909657786013624,1.143871061131559
3,0.4074250121606408,1.791655788787172,0.385620344468947
5,0.6793014287054019,1.0219206924932827,0.4781074752697021
8,0.5225240946955435,0.4475315056045346,1.2524917969241103
10,0.5909033086852594,0.4984559657438474,0.7521566560632592
20,0.8074082454029421,0.7862424808041333,2.6949583649866606
40,0.7725950317286806,0.7975179635480264,3.2044388035951714
80,1.6514269471407523,1.9224647041975036,2.876317046150723
120,1.3256444637647464,4.098980759297601,3.61622083353214
160,2.947501527571231,1.6270578513492135,3.645834263154236
210,0.9041273714025351,0.9162172471450801,1.2469033854830607
