n_params,GPU-PSO,GPU-CMAES,GPU-DE
2,1.1390143195901188,2.2909657786013624,1.1440481762578483
3,1.8304692425750644,1.7942724332427078,0.44707554620918927
5,0.9920528319097212,1.0219206924932827,0.9209633833921285
8,1.5881461657525113,0.8858516962096942,1.2524917969241103
10,1.4184359207027786,0.5816119670544696,3.21794192290719
20,6.30365234838799,1.7538670622239894,7.807046136811174
40,3.8786381128840164,1.335308236172709,13.83528892009344
80,1.6514269471407523,1.9224647041975038,2.876317046150723
120,6.567027394976209,4.098980759297601,13.234799127883134
160,8.811856690235212,1.6270578513492135,15.94184646550511
210,13.45293527717242,3.985247304253736,16.650868585891853
