iteration,loss,n_evals_per_iter,cumulative_evals,param_displacement_norm,gradient_spread,iteration_classification,spearman_correlation_vs_iter1
303,0.5883833192964185,211,64235,0.0027602051854869,18407.06323637013,plateau,0.9324701240390938
304,0.5871671716868496,211,64447,0.0018585434139663,17814.017348914134,progress,0.8653263922408346
305,0.5846923392995497,211,64659,0.0044506201849582,16876.310406064298,progress,0.7314639463803843
306,0.5865108669579523,211,64871,0.0051015545385979,8530.63702938097,plateau,0.8738630289640517
307,0.5845542542631822,211,65083,0.0021117449813939,13794.853834117364,progress,0.8481650053613136
308,0.5827297334500361,211,65295,0.0028093122008333,8431.306935989176,progress,0.923148241132776
309,0.579861938913427,211,65507,0.0022924719326279,11169.767846061606,progress,0.9508638031960556
310,0.5950836963887579,211,65719,0.0023045919596024,32148.63475844912,plateau,0.9447943425992814
311,0.5851014902258574,211,65931,0.0049797062795867,41152.23627597276,progress,0.6746644724694113
312,0.5930987561375097,211,66143,0.0058021785212823,28832.65958904917,plateau,0.93087760331462
313,0.5746711417588581,211,66355,0.0038365348147956,18424.17677316325,progress,0.8875089490205479
314,0.5967837665339787,211,66567,0.0043423852848942,25520.06914618569,plateau,0.8162329563676533
315,0.5770114106709021,211,66779,0.0073436881878609,27645.679885403257,progress,0.5258071935547616
316,0.5833170687562913,211,66991,0.007038094061659,21800.984920912288,plateau,0.7425856757360872
317,0.5790147438034751,211,67203,0.0052546801027627,12538.264571858976,progress,0.8138914714619379
318,0.5795503485692437,211,67415,0.0032270368922786,22998.458217025745,plateau,0.9767536030943365
319,0.5786132670485383,211,67627,0.0062177606717271,10756.317240431315,plateau,0.5491170839636792
320,0.5753276074037453,211,67839,0.0063495550577302,15460.138454399406,progress,0.9112671813095856
321,0.5797000443104601,211,68051,0.0023566428102574,16171.176094472532,plateau,0.9500306129390688
322,0.5777026304598915,211,68263,0.0030098880165119,21184.837763459123,progress,0.6514401039220197
323,0.5715362599648995,211,68475,0.0033834526464121,27534.14335810484,progress,0.8507591684942646
324,0.5816503522817236,211,68687,0.0031765740146975,13099.960342240876,plateau,0.9769751824628352
325,0.5772281153013844,211,68899,0.0029555973813502,8217.084876182751,progress,0.8749216859468794
326,0.5801999588020497,211,69111,0.0049609063154412,18340.061468099422,plateau,0.8289744179492247
327,0.5729265485528812,211,69323,0.0079497310800021,29923.77150913263,progress,0.7135173133177624
328,0.6004537924840183,211,69535,0.0050493144898769,23341.84504569304,plateau,0.9203350902028876
329,0.5807093364929123,211,69747,0.004796960191559,32465.452965507404,progress,0.8463120316949201
330,0.5762753093946998,211,69959,0.0069530794721869,33025.36444595455,progress,0.6561412147343801
331,0.5557366267389808,211,70171,0.0056251732027012,32844.437755741405,progress,0.9768196881691518
332,0.5729382808776511,211,70383,0.0027393650050729,10946.548657634568,plateau,0.8471724334533015
333,0.5734473913077932,211,70595,0.0161147351839735,54619.17596332412,plateau,0.5848263485080646
334,0.5690864090642338,211,70807,0.0164426639011877,20936.35788960888,progress,0.6809425545768772
335,0.5728385477088658,211,71019,0.007267884024397,25134.13267375401,plateau,0.8125840236092168
336,0.5730163482624309,211,71231,0.0066127772585279,10522.010186954198,plateau,0.9094219823578764
337,0.56615452211207,211,71443,0.0022497955625659,10848.711276581418,progress,0.8490616891215543
338,0.5565796439556314,211,71655,0.0024529271041262,41107.26356564484,progress,0.9292915615190496
339,0.5665121004406458,211,71867,0.0015990714605508,8624.90024104895,plateau,0.9121910765712212
340,0.5641627828331124,211,72079,0.0020918586076941,9598.303129248668,progress,0.9798945878267404
341,0.5647562576091878,211,72291,0.0028010587494504,13739.0020110953,plateau,0.6930192780529523
342,0.5657415302831583,211,72503,0.0182290945872282,29999.441327118428,plateau,0.529599958534855
343,0.5621401988566389,211,72715,0.0181069897002995,8032.901143444924,progress,0.8750862507410275
344,0.5545311763438128,211,72927,0.0025889051813191,22661.34073659275,progress,0.8809315403977414
345,0.5485649645056719,211,73139,0.0055733599331294,34860.478332975224,progress,0.8449721891976818
346,0.5713271913336244,211,73351,0.0146352384014341,175133.42459834443,plateau,0.4858140612193992
347,0.6320198643595639,211,73563,0.0268969200960509,101232.61151904833,divergent,0.5427184937786085
348,0.5481111366957985,211,73775,0.0467381060729038,84700.39544516678,progress,0.4727084838334526
349,0.5614658837652728,211,73987,0.0362533242394736,17036.32025683075,plateau,0.5402953743687093
350,0.5437002506972852,211,74199,0.0037892927321015,29648.69683625055,progress,0.9339745313304804
351,0.5485002081826553,211,74411,0.0197952398723193,147340.37171749416,plateau,0.2922236655836057
352,0.5839790403706872,211,74623,0.0206335810186381,15268.542464176358,plateau,0.6931320114158727
353,0.5662640117442369,211,74835,0.005592879768911,29160.91518852721,progress,0.8660507364922431
354,0.5477404270612996,211,75047,0.002700392964623,14860.88983356396,progress,0.9206953186499208
355,0.5336032763253384,211,75259,0.0040748263990434,37983.828160266494,progress,0.7628737937044248
356,0.5621863788773471,211,75471,0.0034398823623021,13489.133245993144,plateau,0.8748257977991079
357,0.5548206450497764,211,75683,0.0069219828257359,45457.20517900894,progress,0.7384106539506888
358,0.5665070051771741,211,75895,0.0080844932682564,30838.65280187697,plateau,0.7532383306391788
359,0.5769359665081271,211,76107,0.0042993177459815,82303.83482918788,plateau,0.8790254395143394
360,0.5439321983442218,211,76319,0.0037885444586939,17011.92976147811,progress,0.7152821735510686
361,0.5387110399266045,211,76531,0.0039558101449381,23647.748428492447,progress,0.8411910862896146
362,0.5479390522472263,211,76743,0.0055648200926226,16492.54970730611,plateau,0.9051653260682944
363,0.5393865669878773,211,76955,0.0025907747428606,22634.204317532047,progress,0.9548314992565428
364,0.5413737288775435,211,77167,0.0054283365527169,7719.359476861408,plateau,0.431765540520841
365,0.5460886438953192,211,77379,0.0057872597522159,22112.59195008837,plateau,0.792768867450833
366,0.5292396480377197,211,77591,0.0055420975166171,30984.117430447663,progress,0.8414580181604376
367,0.5588437428741672,211,77803,0.002030840786753,9168.770793547814,plateau,0.9148331837780578
368,0.5488712615511331,211,78015,0.0076104822749424,52608.88130659961,progress,0.8465893298519889
369,0.5560821693291974,211,78227,0.0062791262184877,36732.05224980424,plateau,0.7745358657306773
370,0.5428346153842708,211,78439,0.0044233649222874,20218.14197083816,progress,0.8572795625427204
371,0.5397596478665935,211,78651,0.002351381945209,32442.571513714403,progress,0.9072891189628528
372,0.545499357423141,211,78863,0.0039914926204632,13588.44100055572,plateau,0.8502097553232498
373,0.5322290337474237,211,79075,0.0039524627129958,10118.317201083006,progress,0.8519655450560913
374,0.5307916916086273,211,79287,0.0015496999562208,16758.109657685603,progress,0.8980281379882278
375,0.5264530839732549,211,79499,0.0026549845188368,41170.67092721657,progress,0.7293310829853608
376,0.5553041386251496,211,79711,0.0020631030678461,8186.02656666321,plateau,0.7542101699746997
377,0.5535895686103429,211,79923,0.003644840977669,13870.35535637766,progress,0.7174137411603114
378,0.5381820179465955,211,80135,0.0427676417780067,348261.46733087004,progress,0.3676720884503374
379,0.5266361922504548,211,80347,0.0431774488884106,51711.34515707132,progress,0.6971100737626055
380,0.55033891517284,211,80559,0.0060952548309174,15267.844362129035,plateau,0.8046019832001373
381,0.5661807538231252,211,80771,0.0029314775792865,37347.154331893966,plateau,0.9769894361064227
382,0.5578319608624991,211,80983,0.0021351976259687,31889.03882090035,progress,0.941841246805078
383,0.5324061013865621,211,81195,0.0065212416034098,63255.44201951566,progress,0.6349240183612844
384,0.5332255978428823,211,81407,0.0087589422381015,20145.8582108431,plateau,0.7620820685924202
385,0.5296688768054897,211,81619,0.0053315480600789,42003.650520741656,progress,0.6965788015925207
386,0.5529683769313077,211,81831,0.0085854434749952,39366.90208670795,plateau,0.7616194730687124
387,0.5616131347410258,211,82043,0.0052369384521451,14662.75554282998,plateau,0.8562818074915856
388,0.5465116879559744,211,82255,0.0049747634827873,15758.06961999003,progress,0.8515599641067337
389,0.5238928421344156,211,82467,0.0020087754987162,43496.39431354534,progress,0.7221666834038996
390,0.5558038448067766,211,82679,0.0031232234269568,34967.51393315094,plateau,0.883730437684042
391,0.5296301032321896,211,82891,0.0078081715615871,44527.65984210002,progress,0.6182913120802869
392,0.5429048933629465,211,83103,0.0076941710283017,11178.351193069137,plateau,0.8700430524825634
393,0.5210737839594671,211,83315,0.0136891898315886,19746.153655684997,progress,0.4264256073185981
394,0.5293793289187698,211,83527,0.0134668454052453,8520.335264124888,plateau,0.977043859109212
395,0.5267502864516502,211,83739,0.0024763432269867,9902.552747235091,progress,0.9141852908877104
396,0.5258127789176206,211,83951,0.0029967126438907,51155.17962157104,plateau,0.9387015578584548
397,0.5394618486282454,211,84163,0.0038431408405905,34605.12681950537,plateau,0.8458144499551333
398,0.5499956071580993,211,84375,0.0071058011313505,25894.080387935304,plateau,0.6709066937053966
399,0.5444746548938237,211,84587,0.0057695989617827,13897.732997739917,progress,0.9135309190684596
400,0.539920879861516,211,84799,0.0031933879769351,20452.214324111206,progress,0.8701182080578438
401,0.5470991348084958,211,85011,0.0028722979548975,17083.63454361444,plateau,0.7682305721218167
402,0.5459309358438665,211,85223,0.0021565990386421,16426.629371559615,progress,0.8432682308960682
403,0.5278282154538186,211,85435,0.0039823682645722,19632.03199675476,progress,0.8256105580625411
404,0.5555038986610248,211,85647,0.005388151888356,21526.653197206782,plateau,0.8586038556105904
405,0.5485370758519124,211,85859,0.0025254626993857,23230.518966051222,progress,0.9260365476379444
406,0.5371539570223149,211,86071,0.0079846068405479,44972.017569224685,progress,0.7147483098094223
407,0.5304291458351322,211,86283,0.0081207460273331,23331.793227573315,progress,0.8220108651637711
408,0.5284151310127527,211,86495,0.0035950691520549,27122.50948110152,progress,0.8449099914802084
409,0.5333520996893714,211,86707,0.0054082029252672,10885.97730944957,plateau,0.9840151866093496
410,0.5340402583402478,211,86919,0.0017003955588331,5222.0829359460695,plateau,0.9354296987622004
411,0.5295015582105266,211,87131,0.0024518238766325,22156.890244629776,progress,0.905565723874529
412,0.546492815969246,211,87343,0.0028648530275236,38634.12721150356,plateau,0.9192440385755426
413,0.5265361623654515,211,87555,0.0028053236630717,14156.7369786564,progress,0.8145264064944783
414,0.5272031404955304,211,87767,0.0023103587692419,11370.51243542308,plateau,0.9334315970883692
415,0.5267192702805584,211,87979,0.0022459231782049,18158.44858476981,plateau,0.9332255671492388
416,0.5211434872745055,211,88191,0.0014939816401199,23284.311059051422,progress,0.954003492142679
417,0.5342262625640821,211,88403,0.0015222052207413,21270.5508139346,plateau,0.981658152274266
418,0.524056319815266,211,88615,0.0041293938320584,28891.35512686928,progress,0.8115396202699768
419,0.5290454622148008,211,88827,0.005752437566403,8912.910359951082,plateau,0.8437075022757237
420,0.516004967318464,211,89039,0.0041687629468374,24820.841855970848,progress,0.854551933474358
421,0.5275190719805221,211,89251,0.0033316442167584,28109.5290237652,plateau,0.859632709520462
422,0.5203862755567391,211,89463,0.0155309716833487,50318.10756192376,progress,0.540941971473276
423,0.5214096949276374,211,89675,0.0151648157597312,29450.57381087408,plateau,0.9817022089908096
424,0.5253126487828715,211,89887,0.0020109701372972,14656.951259730326,plateau,0.7930461656079016
425,0.5202639099306697,211,90099,0.0021820629044322,30197.705631213503,progress,0.8439679552176433
426,0.5219362338251101,211,90311,0.0047718076542227,31321.518123333983,plateau,0.8466865137855408
427,0.5175488927394547,211,90523,0.0057184432772424,21785.84966156945,progress,0.7564104142303195
428,0.5206699715717179,211,90735,0.0043296556728215,71354.0068886985,plateau,0.9543650163754928
429,0.5150835220429251,211,90947,0.0102902983517138,25915.53624374713,progress,0.7749893907539206
430,0.5510508271106543,211,91159,0.0101024940706694,28065.46894467232,plateau,0.8459699442488168
431,0.5252785313970904,211,91371,0.006608152681572,40034.997862989774,progress,0.7276672940429488
432,0.5228307436443482,211,91583,0.005958879463535,7000.833746180175,progress,0.8075421211365337
433,0.5205138637132773,211,91795,0.0023766472493789,22374.481786195367,progress,0.832457490127732
434,0.5122618867557033,211,92007,0.0021379286267789,9613.413046797155,progress,0.8327192388554324
435,0.5121761288401286,211,92219,0.0029153284494225,21425.65709912172,plateau,0.8750551518822908
436,0.5095452644231369,211,92431,0.0030908985678528,6838.847814855603,progress,0.9163272247831988
437,0.5166022532197433,211,92643,0.0061015878169879,34758.80235776959,plateau,0.7120167933837177
438,0.5115382779204226,211,92855,0.0082212674311499,56104.22494926868,progress,0.8366338076989112
439,0.5105729825781569,211,93067,0.0033758519968911,28000.374505530224,plateau,0.874740275937582
440,0.5143496169984709,211,93279,0.0030253791843575,7022.277580814973,plateau,0.8322514601886015
441,0.5053453100045746,211,93491,0.0137517273258788,27668.21276854118,progress,0.4724622845351205
442,0.5050335570753369,211,93703,0.0130734432035139,15369.85275494461,plateau,0.8757963413488482
443,0.5127060343453971,211,93915,0.0045426988917501,43968.90669011055,plateau,0.6968159303903878
444,0.512372324853939,211,94127,0.0043519399261026,16932.663408119883,plateau,0.8099069301863016
445,0.5074397167712303,211,94339,0.0048588789125065,29332.20557770834,progress,0.8423417440628715
446,0.5136071820919954,211,94551,0.0051269408689547,35876.74392639798,plateau,0.7498990906823283
447,0.5157681387529468,211,94763,0.0045955708016105,16089.45904660445,plateau,0.9739391563786676
448,0.5082835989865653,211,94975,0.0089613676120125,11591.262068843596,progress,0.5415859770062813
449,0.5084742806094724,211,95187,0.0094702558028238,33770.65609231795,plateau,0.768454743061877
450,0.5101461501016268,211,95399,0.0102593284515046,31306.99094569532,plateau,0.2082204649927274
451,0.5081509437989208,211,95611,0.0110235156096626,22869.795446326203,progress,0.5679046819979721
452,0.5007922093894851,211,95823,0.0039423899647337,27856.98938130356,progress,0.8149825230892829
453,0.512198653472185,211,96035,0.0021596900519431,14848.32731132627,plateau,0.8992500639794228
454,0.5037712582097875,211,96247,0.0032491661522427,24055.606886066296,progress,0.7349534974877954
455,0.5042522477507959,211,96459,0.0025711276654189,15881.569408824153,plateau,0.8007068511433689
456,0.503195383185439,211,96671,0.0013894364747125,10379.11674114485,progress,0.9119863424178716
457,0.5045111896866915,211,96883,0.0087786387390802,34362.35557637148,plateau,0.2703248858898646
458,0.5150224467410378,211,97095,0.0088966498722371,51287.23698952178,plateau,0.6585073195699287
459,0.502377507465045,211,97307,0.0065118121809322,26069.311513170625,progress,0.7104812872335945
460,0.5058451041447942,211,97519,0.0088773151192455,24659.685604446488,plateau,0.532227812098104
461,0.5018767996520588,211,97731,0.0094493038865698,3772.938305807069,progress,0.8521171519924325
462,0.5040040382234947,211,97943,0.0012094842129913,8218.27231745705,plateau,0.9380964258988704
463,0.5022331068842444,211,98155,0.003264849369448,7833.312798626312,progress,0.8161876038653288
464,0.4973983132616604,211,98367,0.0042615976691202,9723.408867487584,progress,0.6569666302766826
465,0.4991292908728424,211,98579,0.0059191989822796,10726.254231951369,plateau,0.7640218599061203
466,0.4972849418428377,211,98791,0.0051883644871846,18899.984426156952,progress,0.668633885446058
467,0.5064234829621119,211,99003,0.0036078854180954,21936.723962282664,plateau,0.8891533011762496
468,0.4996849036903291,211,99215,0.0049491396844851,33384.06593415632,progress,0.7127255882057578
469,0.5203188357402418,211,99427,0.0046061123012351,10712.625990241118,plateau,0.9077854049168592
470,0.5218153442146707,211,99639,0.0029220536345854,10769.097406114275,plateau,0.8053185527368615
471,0.5222526047350405,211,99851,0.0068273442471801,52361.853473281655,plateau,0.7326003505100537
472,0.5142731907462864,211,100063,0.0092637132968519,27398.030915118823,progress,0.6392882248706644
473,0.5206852977485366,211,100275,0.0089886789324332,20118.232987625408,plateau,0.8605682668541237
474,0.5226086303562819,211,100487,0.003795825287857,36712.583189639394,plateau,0.7443945926859371
475,0.5081382545195009,211,100699,0.0080265474475996,37788.61627172398,progress,0.5526986358615192
476,0.4939750370583187,211,100911,0.0063036728447789,10332.155126692902,progress,0.7585225450528519
477,0.4956371161216217,211,101123,0.0025370825845075,8166.459204985299,plateau,0.829010699951084
478,0.4954905849931746,211,101335,0.0036953395541883,9879.473646412362,plateau,0.884392584217977
479,0.516079256675543,211,101547,0.0028499805435836,36022.54399322891,plateau,0.694964252509775
480,0.4917391439680061,211,101759,0.0028872127270535,23673.07952869361,progress,0.844101421153055
481,0.5008370512298227,211,101971,0.0027455983031682,49750.93594577241,plateau,0.7184063130683236
482,0.4962539700622483,211,102183,0.0058166514689245,36513.002994171344,progress,0.758140288247547
483,0.489181126406765,211,102395,0.0083869919513129,35777.688365334965,progress,0.9268671463233698
484,0.5286912700430167,211,102607,0.0028044032588804,56897.76078467415,plateau,0.7949483791339617
485,0.4999957959459261,211,102819,0.0052550423329147,34871.865183316026,progress,0.679263216205097
486,0.4920620583652091,211,103031,0.0047092231908402,14612.19769601923,progress,0.92854648469515
487,0.4896995141461737,211,103243,0.0045204531869763,26513.4021068738,progress,0.5813303184717502
488,0.4907629796705574,211,103455,0.0045100763921676,25350.60728382242,plateau,0.8801825762164999
489,0.4868698461554773,211,103667,0.0044994847521067,23948.44795592949,progress,0.4487753204640208
490,0.4960443342942198,211,103879,0.0054171260930425,53236.072719429445,plateau,0.6615666697981489
491,0.4930245077631465,211,104091,0.0053708058942469,9707.019697021826,progress,0.9099338177412508
492,0.4912314695759199,211,104303,0.0049189886781468,44548.18161168889,progress,0.6464305960938538
493,0.512044031102229,211,104515,0.0053460384306062,30781.72287522709,plateau,0.8569491371686433
494,0.5001838458680409,211,104727,0.0031160577514938,10204.116534326016,progress,0.4846945023048789
495,0.5029205325421598,211,104939,0.003398780719759,27793.460929017994,plateau,0.8698810792599767
496,0.4824085905185361,211,105151,0.0024208928813608,40483.68150787968,progress,0.9052508479298204
497,0.4967796983596779,211,105363,0.0027231931340119,7261.506563834853,plateau,0.9387482061465596
498,0.4995198737960759,211,105575,0.0026981745871022,13329.511776334282,plateau,0.8006148503529397
499,0.4940738443542457,211,105787,0.0029306683903127,6958.780085683158,progress,0.9448332161727024
500,0.495893340613102,211,105999,0.0011426157994525,20900.42605823984,plateau,0.9116364802570838
501,0.4990262442740251,211,106211,0.0027831665164852,25074.11232224093,plateau,0.9405610104537516
502,0.4904988472825604,211,106423,0.0021675959788111,16160.117768805378,progress,0.7851029987722429
503,0.4907256185447384,211,106635,0.0067153091214096,30715.898430045625,plateau,0.6077423200396509
504,0.5088347618385196,211,106847,0.0095467632057917,47365.70722558341,plateau,0.742497562303
505,0.4946641670709226,211,107059,0.0068860320186037,46541.39153746732,progress,0.7694537938987925
506,0.4975860270589365,211,107271,0.0035781990673508,30825.84479125904,plateau,0.6646234284548078
507,0.5013879922278556,211,107483,0.0040221949892946,50337.3136915096,plateau,0.8346188608099309
508,0.5008859265431401,211,107695,0.0019136724067269,4055.793670293852,plateau,0.8466528233552428
509,0.4984117857152904,211,107907,0.0041341729983385,40976.07276339502,progress,0.7380698622903661
510,0.4954570063138386,211,108119,0.0044870778830374,36395.3460499507,progress,0.7285251042297687
511,0.5100080780698841,211,108331,0.0045372238218674,34504.20961738848,plateau,0.9411181983394504
512,0.4911905296442843,211,108543,0.0029534268707183,22829.92844772834,progress,0.7901215771008737
513,0.5030252321271628,211,108755,0.0037532916363523,12595.607364434689,plateau,0.8011590803808314
514,0.5034951643111595,211,108967,0.0019217768985924,13472.377630521843,plateau,0.9632929804044796
515,0.4989988848623004,211,109179,0.0058594437635016,35090.14199130664,progress,0.6472793357802087
516,0.4996379525410522,211,109391,0.0169474813845739,34971.8703704642,plateau,0.2844943034017616
517,0.4962762303035082,211,109603,0.0221085341889746,49390.50146781343,progress,0.5520935039019349
518,0.4987816730441717,211,109815,0.017780405494697,33249.23566062765,plateau,0.5542885650144318
519,0.4998107484890493,211,110027,0.0054614322927824,6458.9575934129525,plateau,0.84959425707742
520,0.4901548839705198,211,110239,0.0053740941278295,21004.63141847869,progress,0.4537640957196955
521,0.4868224884020684,211,110451,0.0048307971215609,11676.532545519642,progress,0.911677945402066
522,0.4952775082215384,211,110663,0.0012809078643619,23151.869548715356,plateau,0.9359778161474344
523,0.4895992074711078,211,110875,0.0051111151426481,28080.49512061241,progress,0.8035264810021607
524,0.4907529483853873,211,111087,0.0051911690927796,7215.374383430313,plateau,0.849355832493772
525,0.4802387229667065,211,111299,0.0019221536972288,37949.07299084798,progress,0.7873071303852046
526,0.4986812865204144,211,111511,0.0019484322498674,6358.345478095953,plateau,0.9232946649259944
527,0.4971045000400957,211,111723,0.0018012601903937,5816.479376720636,progress,0.7637795479651305
528,0.4963796691178447,211,111935,0.0130008110835861,23710.245316064724,plateau,0.63299459333383
529,0.4868846221229351,211,112147,0.0137350991798141,45821.09312408586,progress,0.8158027554884627
530,0.5067603160964401,211,112359,0.0037974063380878,13446.696582733568,plateau,0.7808256099101697
531,0.5003894100883093,211,112571,0.0030589098094493,40217.865771440105,progress,0.9094569685739552
532,0.4866640354629907,211,112783,0.0062720114821265,49048.85490558692,progress,0.7054329058320079
533,0.4992325293843369,211,112995,0.0075544443332824,28857.811306053885,plateau,0.7467036829471352
534,0.4901812327687713,211,113207,0.0054801403439153,7168.878976850682,progress,0.8381226655609294
535,0.4884796584137808,211,113419,0.0025893326169504,12778.497713726823,progress,0.9003372282494257
536,0.4880986087380188,211,113631,0.0086286469291132,45299.35666750839,plateau,0.7641294101259178
537,0.5255804679198721,211,113843,0.0099107473607652,19890.769187154063,plateau,0.7588050263530433
538,0.5213234767699818,211,114055,0.0025571386232007,26053.1309443813,progress,0.953999604785337
539,0.5025958646950268,211,114267,0.0030947803639455,18670.821982437865,progress,0.751377582258101
540,0.4903147305159494,211,114479,0.0032762073488466,7116.61194063985,progress,0.8388768128852937
541,0.4955653701380326,211,114691,0.0022979560877756,30945.414180775748,plateau,0.8867664637682098
542,0.4982130332730703,211,114903,0.0089239129114615,42310.67471898805,plateau,0.491897775459761
543,0.4900642103552669,211,115115,0.0093392786226934,12768.555489270351,progress,0.8411548042877551
544,0.4809944760569717,211,115327,0.02151591808272,34704.83053579917,progress,0.1306534323745598
545,0.4878974548778417,211,115539,0.0215380683310683,30276.734085826527,plateau,0.7720686896042346
546,0.485215461674812,211,115751,0.0023095724376665,12201.66005601216,progress,0.9441192382075394
547,0.4784312217405508,211,115963,0.0027588928741697,31815.569775065527,progress,0.8559371284739206
548,0.4881029489241804,211,116175,0.0021070287612477,32138.155979928582,plateau,0.8625624811706128
549,0.4879839302897232,211,116387,0.0021735904277838,17080.99846328765,plateau,0.8460943396837635
550,0.469789350271532,211,116599,0.0178729466034886,39050.96707745882,progress,0.531077154324847
551,0.4922493319632015,211,116811,0.0180782629783994,30022.184471748937,plateau,0.934880285591186
552,0.4818205907168008,211,117023,0.0042666386232448,17311.157667851032,progress,0.7017645362868611
553,0.4826181954756554,211,117235,0.0032498428956114,11883.921200356435,plateau,0.8276928858121175
554,0.4819180058570081,211,117447,0.002835586462039,7778.192350242499,plateau,0.9370947834903932
555,0.4815269205610334,211,117659,0.0037116504887359,36175.10175191784,plateau,0.7497656247469169
556,0.4881283888706896,211,117871,0.0036442653701761,14654.332155271197,plateau,0.7795479651304047
557,0.4821475534428483,211,118083,0.0147040803131932,43489.23517488477,progress,0.4397346230721136
558,0.4860680953097829,211,118295,0.0155876720785814,22139.3482295585,plateau,0.6715960517407262
559,0.4745295205012093,211,118507,0.0051861878941019,16106.885593690702,progress,0.830713362466917
560,0.4831460851692136,211,118719,0.0028806922503006,25455.605502672905,plateau,0.8274777853725221
561,0.4755517912635537,211,118931,0.0027769317996176,4694.460648820276,progress,0.926449903301986
562,0.4828437456503503,211,119143,0.0023122833357595,27593.427250354987,plateau,0.8094754335213302
563,0.479505804198003,211,119355,0.0027435776400986,5922.112444578834,progress,0.8273883761536542
564,0.4778477492989982,211,119567,0.0035299313270379,9749.912240947064,progress,0.8351592034804806
565,0.4720175133943616,211,119779,0.0028431230121989,20878.15414188309,progress,0.8605306890664836
566,0.4821625702294791,211,119991,0.0016698864627404,6994.79963051876,plateau,0.962590664511343
567,0.4771305623391158,211,120203,0.0059006253069147,17437.018337298392,progress,0.5117414389053201
568,0.4982801967984853,211,120415,0.0058048856965965,38143.94315621202,plateau,0.9035067202690052
569,0.4745700116030042,211,120627,0.0012462554199094,29995.171048282114,progress,0.9393066898180392
570,0.4907060985042952,211,120839,0.0066024289129728,41995.67397510873,plateau,0.729661508359438
571,0.4897345358577595,211,121051,0.0069146319677662,19576.51017861277,plateau,0.8965561253413585
572,0.4838381954520068,211,121263,0.0117423000315512,11842.262210733892,progress,0.2417022737800986
573,0.4843181741886016,211,121475,0.0116995748299655,10055.813831195162,plateau,0.8020933419287123
574,0.4782033742454208,211,121687,0.0031639584475313,27233.193657661053,progress,0.9333201595112296
575,0.4779465056117952,211,121899,0.0021600516076511,15895.213221007632,plateau,0.9206694029343068
576,0.4759256983042443,211,122111,0.0027749033043436,12047.39129151132,progress,0.839750172501482
577,0.4716807295622915,211,122323,0.0043073352109749,12352.473373466211,progress,0.8221572889569896
578,0.4718138553743312,211,122535,0.0031900089752453,13518.463929816284,plateau,0.6572905767218563
579,0.4764350738504119,211,122747,0.002461620728005,28661.71941968776,plateau,0.7647863735167302
580,0.4699219500224856,211,122959,0.0028722596299848,12948.719742760552,progress,0.798095842795269
581,0.4706985429026649,211,123171,0.0022874413193972,27277.159108793625,plateau,0.8466165413533835
582,0.4746757893479383,211,123383,0.002496227341286,20866.14914852074,plateau,0.8515936545370318
583,0.4679162110105506,211,123595,0.0020442177869405,47014.321693127145,progress,0.8252542169728501
584,0.4794320708142943,211,123807,0.0019244940609312,18809.40672429248,plateau,0.8396180023518511
585,0.4746352982461434,211,124019,0.0025060452913896,21645.940247370345,progress,0.8497886249445241
586,0.467382514149321,211,124231,0.0021421694984922,29800.51778155551,progress,0.6888248194808434
587,0.4799678400066599,211,124443,0.002098761721372,11936.418384495031,plateau,0.9480882300538076
588,0.4737784354697646,211,124655,0.0016819061628657,5674.307094016094,progress,0.8672130563375262
589,0.4722641292496203,211,124867,0.0042425858818905,15954.14835993736,progress,0.7351025128525752
590,0.4930275707785762,211,125079,0.0047863026361623,71062.06564872267,plateau,0.7913694188076826
591,0.4752934557350252,211,125291,0.0089212377279966,24342.35997908083,progress,0.6618711794566123
592,0.4801232627709105,211,125503,0.0048649246056922,10686.072280368802,plateau,0.8795282043972491
593,0.4766718622668464,211,125715,0.0020387807085994,16744.42426234475,progress,0.8347277068155092
594,0.4769662445541745,211,125927,0.0023433423730961,18032.416044187183,plateau,0.7407430683559394
595,0.4776310339675061,211,126139,0.001542620993464,16324.86731907936,plateau,0.9190704032809296
596,0.470041483619878,211,126351,0.0018668280904908,20272.45000586104,progress,0.8668968846070367
597,0.4711558609229704,211,126563,0.0031536751343121,16778.974434984775,plateau,0.7790633412484248
598,0.4655493036519713,211,126775,0.0034164854573901,27544.84161632632,progress,0.8940798787144508
599,0.4687976871156086,211,126987,0.0057046672309331,29479.27848931686,plateau,0.6175553057568524
600,0.4711289117099072,211,127199,0.0069066448741258,9829.90845733723,plateau,0.8428004522292375
601,0.4719146330960083,211,127411,0.0025945480828913,36046.553744010525,plateau,0.8698901497604415
602,0.4637324228451442,211,127623,0.0031013580139866,16581.50747438605,progress,0.7900088437379532
603,0.4717772393367018,211,127835,0.0032183052221364,23591.58570729241,plateau,0.9718192508414508
604,0.4629797795803865,211,128047,0.0018645137862421,6317.423609890864,progress,0.8715202482725555
605,0.4629352805235013,211,128259,0.0031542667165924,20567.51763359052,plateau,0.7089431895119098
606,0.4600977476546398,211,128471,0.0036803670813128,9678.312889167142,progress,0.7927403601636578
607,0.461402648978124,211,128683,0.0020524284404735,15118.5291690361,plateau,0.8325274625598896
608,0.4623944945419735,211,128895,0.004063225830746,25062.672557793325,plateau,0.64090277395341
609,0.4712852962740934,211,129107,0.0045658187573021,50059.13962192775,plateau,0.8511997356597006
610,0.4563787769129004,211,129319,0.0019530007671167,8564.56913607405,progress,0.8359224213053098
