seed,method,n_params,budget,best_loss,fill_kind,is_approx,confidence,run_total_evals,run_final_loss,stop_reason,approx_run
2,GPU-CMAES,3,1500,7.230251640676384,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,2000,7.230082324863004,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,3000,7.229743772550782,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,5000,7.229066985068901,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,7500,7.22822159501847,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,10000,7.227376864822446,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,3,15000,7.225689381933875,approx_hold_final,True,0.7,600,7.230556475781328,Stop A (normal convergence): rel_imp flat 13 iters (≥10) AND contraction_ratio=0.0803 < 0.1,False
2,GPU-CMAES,5,100,7.655344808589084,observed,False,1.0,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,250,7.616595617498358,observed,False,1.0,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,500,7.616595617498358,observed,False,1.0,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,750,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,1000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,1500,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,2000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,3000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,5000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,7500,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,10000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,5,15000,7.616595617498358,approx_hold_final,True,0.7,550,7.616595617498358,Stop A (normal convergence): rel_imp flat 16 iters (≥10) AND contraction_ratio=0.0874 < 0.1,False
2,GPU-CMAES,8,100,1.577613499263916,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,250,1.577613499263916,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,500,1.1311121162345579,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,750,1.0235734729631547,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,1000,0.9706293551809272,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,1500,0.9585280275647811,observed,False,1.0,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,2000,0.9584816286815532,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,3000,0.9583160405819344,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,5000,0.9579854364627272,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,7500,0.9575732516996424,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,10000,0.9571622530598212,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,8,15000,0.956343800506804,approx_hold_final,True,0.7,1720,0.9585280275647811,Stop A (normal convergence): rel_imp flat 11 iters (≥10) AND contraction_ratio=0.0927 < 0.1,False
2,GPU-CMAES,10,100,1.4581678962410998,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,250,1.2329070289857462,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,500,1.1868421530017317,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,750,1.172074303802046,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,1000,1.1310107232359004,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,1500,1.1009535768664003,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,2000,1.082875108794326,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,3000,1.0570962143523255,observed,False,1.0,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,5000,1.0522484302952368,approx_hold_final,True,0.7,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,7500,1.0519367715705328,approx_hold_final,True,0.7,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,10000,1.0516257287514694,approx_hold_final,True,0.7,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,10,15000,1.0510054859640146,approx_hold_final,True,0.7,3750,1.0524044910032269,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0324 < 0.1,False
2,GPU-CMAES,20,100,1.743508921198274,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,250,0.7478301492245416,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,500,0.7478301492245416,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,750,0.7478301492245416,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,1000,0.7478301492245416,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,1500,0.7058910231209556,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,2000,0.7058910231209556,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,3000,0.6874042180813302,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,5000,0.6634748933169895,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,7500,0.645468113287219,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,10000,0.6397718835785893,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,20,15000,0.6355321116068537,approx_hold_final,True,0.7,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False
2,GPU-CMAES,40,100,2.6456973547294624,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,250,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,500,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,750,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,1000,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,1500,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,2000,0.9987808329303917,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,3000,0.9623597553775921,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,5000,0.7486023874178538,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,7500,0.6332539144938834,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,10000,0.54955577137993,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,40,15000,0.47093450738067966,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False
2,GPU-CMAES,80,100,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,250,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,500,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,750,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,1000,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,1500,0.9981308817299775,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,2000,0.9618163951032268,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,3000,0.9618163951032268,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,5000,0.6431043053045071,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,7500,0.633496162359327,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,10000,0.57429425715956,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,80,15000,0.49925748715373175,approx_hold_final,True,0.6,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,100,5.469186522439438,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,250,2.4974871297710415,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,500,1.8595291151899842,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,750,1.7597589132447178,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,1000,1.7597589132447178,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,1500,1.5620464059486054,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,2000,1.5620464059486054,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,3000,1.3685548715678366,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,5000,0.9204080799129662,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,7500,0.7978576538914758,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,10000,0.7960649198098078,approx_hold_final,True,0.6,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,120,15000,0.7923394416059599,approx_hold_final,True,0.6,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,100,5.893935223360675,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,250,5.230891273895744,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,500,2.251398802595965,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,750,2.251398802595965,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,1000,2.026721978184873,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,1500,2.026721978184873,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,2000,1.7434160366157505,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,3000,1.7434160366157505,observed,False,1.0,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,5000,1.7434160366157505,approx_hold_final,True,0.6,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,7500,1.7434160366157505,approx_hold_final,True,0.6,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,10000,1.7434160366157505,approx_hold_final,True,0.6,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,160,15000,1.7434160366157505,approx_hold_final,True,0.6,4250,1.7434160366157505,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,100,16.088932294293,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,250,9.04997687055604,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,500,2.946568865669251,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,750,2.946568865669251,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,1000,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,1500,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,2000,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,3000,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,5000,1.5420893636199833,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,7500,1.5419150632735663,approx_hold_final,True,0.6,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,10000,1.5416429818808663,approx_hold_final,True,0.6,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-CMAES,210,15000,1.5410997795461545,approx_hold_final,True,0.6,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False
2,GPU-DE,2,100,4.193701127654255,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,250,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,500,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,750,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,1000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,1500,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,2000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,3000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,5000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,7500,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,10000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,2,15000,3.979853570864475,approx_seed_transfer,True,0.35,440,3.979853570864475,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,100,13.893070621310564,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,250,13.893070621310564,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,500,6.943265969556936,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,750,6.767244735870249,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,1000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,1500,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,2000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,3000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,5000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,7500,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,10000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,3,15000,6.734706375765051,approx_seed_transfer,True,0.35,1020,6.734706375765051,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,100,60.8079877662337,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,250,60.8079877662337,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,500,13.680675174339678,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,750,10.481515616201484,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,1000,10.481515616201484,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,1500,8.358668083667473,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,2000,7.933610922610426,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
2,GPU-DE,5,3000,7.9175472584853015,approx_seed_transfer,True,0.35,2275,7.9175472584853015,"APPROXIMATED seed2 (ratio_peers): seed-transfer from seed42 × geo-mean ratios of peers ['GPU-PSO', 'GPU-CMAES']",True
