seed,method,n_params,budget,best_loss,fill_kind,is_approx,confidence,run_total_evals,run_final_loss,stop_reason,approx_run,case
42,GPU-CMAES,5,2000,0.7613931471072939,approx_hold_final,True,0.7,1125,0.76188185574164,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0207 < 0.1,False,5P_203_150_200_194_181
42,GPU-CMAES,5,5000,0.7597333858255753,approx_hold_final,True,0.7,1125,0.76188185574164,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0207 < 0.1,False,5P_203_150_200_194_181
42,GPU-CMAES,8,1000,0.7916727091169657,observed,False,1.0,4040,0.6910690870970484,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0192 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-CMAES,8,2000,0.714339829263516,observed,False,1.0,4040,0.6910690870970484,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0192 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-CMAES,8,5000,0.6909903665921695,approx_hold_final,True,0.7,4040,0.6910690870970484,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0192 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-CMAES,10,1000,0.8193883730744956,observed,False,1.0,3750,0.65760220659472,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0337 < 0.1,False,10P_118_150_154_167_181_188_190_194_200_203
42,GPU-CMAES,10,2000,0.6932708897318026,observed,False,1.0,3750,0.65760220659472,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0337 < 0.1,False,10P_118_150_154_167_181_188_190_194_200_203
42,GPU-CMAES,10,5000,0.6574325037792862,approx_hold_final,True,0.7,3750,0.65760220659472,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0337 < 0.1,False,10P_118_150_154_167_181_188_190_194_200_203
2,GPU-CMAES,20,1000,0.7478301492245416,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False,20P_seed2
2,GPU-CMAES,20,2000,0.7058910231209556,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False,20P_seed2
2,GPU-CMAES,20,5000,0.6634748933169895,observed,False,1.0,12200,0.635587569772782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0428 < 0.1,False,20P_seed2
2,GPU-CMAES,40,1000,1.0642382542012687,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False,40P_seed2
2,GPU-CMAES,40,2000,0.9987808329303917,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False,40P_seed2
2,GPU-CMAES,40,5000,0.7486023874178538,observed,False,1.0,20550,0.4294622071661782,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0520 < 0.1,False,40P_seed2
2,GPU-CMAES,80,1000,1.5525730159011937,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed2
2,GPU-CMAES,80,2000,0.9618163951032268,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed2
2,GPU-CMAES,80,5000,0.6431043053045071,observed,False,1.0,13250,0.4995806225132031,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,80P_seed2
2,GPU-CMAES,120,1000,1.7597589132447178,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed2
2,GPU-CMAES,120,2000,1.5620464059486054,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed2
2,GPU-CMAES,120,5000,0.9204080799129662,observed,False,1.0,7650,0.7978576538914758,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,120P_seed2
42,GPU-CMAES,160,1000,1.1719148989250825,observed,False,1.0,3300,1.1719148989250825,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
42,GPU-CMAES,160,2000,1.1719148989250825,observed,False,1.0,3300,1.1719148989250825,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
42,GPU-CMAES,160,5000,1.1719148989250825,approx_hold_final,True,0.6,3300,1.1719148989250825,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,160P_seed42
2,GPU-CMAES,210,1000,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed2
2,GPU-CMAES,210,2000,1.604244830919884,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed2
2,GPU-CMAES,210,5000,1.5420893636199833,observed,False,1.0,5900,1.5420893636199833,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,210P_seed2
42,GPU-DE,2,1000,0.7914230664321881,approx_hold_final,True,0.7,440,0.7917562097220884,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0067 < 0.1,False,2P_203_200
42,GPU-DE,2,2000,0.7908304903232312,approx_hold_final,True,0.7,440,0.7917562097220884,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0067 < 0.1,False,2P_203_200
42,GPU-DE,2,5000,0.7890704927604051,approx_hold_final,True,0.7,440,0.7917562097220884,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0067 < 0.1,False,2P_203_200
42,GPU-DE,3,1000,0.7713872676299357,observed,False,1.0,1020,0.7713872676299357,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0062 < 0.1,False,3P_203_200_194
