n_params,GPU-PSO,GPU-CMAES,GPU-DE
2,0.7882766465646743,0.7786790989558601,0.7833914897867486
3,0.7878630854124522,0.8701699916830758,0.7643728720791849
5,0.7504353784631222,0.7543737158178249,0.7812317015720268
8,0.7432246455445294,0.6901739075581387,0.6926927602767844
10,0.8225344751502554,0.656085349737109,1.4952044519608307
20,0.666533351046593,0.6355321116068537,0.777935077872405
40,0.4518709496264483,0.47093450738067966,0.3044488531042154
80,0.5531455104620405,0.49925748715373175,1.154511381207202
120,0.8347087791734324,0.7923394416059599,2.804184036772371
160,1.3557741294700232,1.1719148989250825,0.9619051625421088
210,0.8480779626054871,1.5410997795461545,0.8985282615358723
