n_params,GPU-PSO,GPU-CMAES,GPU-DE
2,1.3958793855544542,0.7877729460593893,0.7917204710202275
3,0.8187761286479934,0.8701699916830758,0.8078474238710076
5,0.8310917037960971,0.8001142223888562,1.4670450317185897
8,2.3935577864215096,1.0105075053335446,4.588828899861117
10,3.1392540138201377,1.2555358445099287,19.918221288336362
20,0.7099599728850722,0.7478301492245416,1.9428665641616318
40,1.831037917933048,1.0642382542012687,1.9651648184761896
80,1.2490840597424153,1.5525730159011937,10.945700010904748
120,8.49547669133147,1.8595291151899842,18.053974675085925
160,8.54851169741914,2.0111289744648384,19.16788522138852
210,15.00019761386714,2.946568865669251,20.315650113106873
